Name,Function,af1,af2,af3,af4,af5
PD0,ACMP0_CH0,DAC0_OUT0ALT,OPAMP_OUT0ALT,EBI_A23,TIM0_CC1,PCNT0_S0IN,USART0_TX,USART1_TX,I2C0_SDA,LES_CH0,PRS_CH2
PD1,ACMP0_CH1,ACMP0_CH1,DAC0_OUT0ALT,OPAMP_OUT0ALT,EBI_A24,TIM0_CC2,PCNT0_S1IN,US0_RX,USART1_RX,I2C0_SCL,LES_CH1,PRS_CH3
